Location,Address,Period,Maximum Temperature,Minimum Temperature,Temperature,Heat Index,Precipitation,Wind Speed,Cloud Cover,Relative Humidity,,Disease
"Karjat, MH, India","Karjat, MH, India",Week 14 (Apr) 1990,34.3,19.6,27.1,35.7,0,22,10.4,59.16,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 15 (Apr) 1990,33.8,20.3,27.8,36.8,0,17.8,23.4,61.13,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 16 (Apr) 1990,33.8,17.7,28.1,36.1,0,16.6,16.9,61.07,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 17 (Apr) 1990,35.3,22.6,29.3,38.1,0,19.7,14,60.7,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 18 (Apr) 1990,34.3,22.7,28.9,40,7,18.7,33.4,64.64,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 19 (May) 1990,35.7,25.7,29.8,42.5,3.26,24.3,70.2,66.86,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 20 (May) 1990,33.6,23.9,29.5,40.3,11.7,20.2,53,70.2,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 21 (May) 1990,34.1,23.7,29.3,40.6,52.08,29.5,63.7,72.98,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 22 (May) 1990,32.2,22.7,27.4,37.5,102.02,11.2,68.8,79.14,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 23 (Jun) 1990,32.4,22.9,28,38.5,168.26,16,80.6,75.32,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 24 (Jun) 1990,32.3,23.9,28.1,39,289.2,44.8,81.2,80.33,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 25 (Jun) 1990,31.7,23.2,28.5,41.3,6.4,20.8,78.1,76.46,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 26 (Jun) 1990,29.9,22.1,26.2,37,373.31,22.3,94.5,89.07,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 27 (Jul) 1990,30.2,24.1,26.9,36.3,90.36,25.9,87.9,82.37,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 28 (Jul) 1990,29.2,22.6,26.8,35.4,110.36,25.4,87.5,82.8,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 29 (Jul) 1990,28.1,22.4,25.7,31.6,196.52,19.1,92.3,86.8,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 30 (Jul) 1990,28.8,21.4,26.5,33,145.3,20.9,89.3,82.74,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 31 (Jul) 1990,28.8,23.4,26.2,33.7,70.15,18.4,88.5,84.8,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 32 (Aug) 1990,28.7,22.2,25.7,34,223.83,22.3,93.3,89.34,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 33 (Aug) 1990,29.1,21.4,25.3,35,348.94,22.3,96,90.72,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 34 (Aug) 1990,29.4,22.1,25.3,35.5,229.21,24.1,92.2,89.14,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 35 (Aug) 1990,29.2,22.4,25.9,34.4,40.03,15.9,84.7,83.41,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 36 (Sep) 1990,29.2,22.7,26,34.3,116.72,17,80.8,86.16,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 37 (Sep) 1990,30.1,21.1,26.1,35.9,35.8,14.6,66.3,83.25,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 38 (Sep) 1990,30.5,22,26.1,35.5,46,12.9,68.1,81.6,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 39 (Sep) 1990,29.9,22.9,25.5,34.6,325.44,13.9,83.6,86.24,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 40 (Oct) 1990,31.7,22.4,26.6,38.9,16.8,14.8,65,80.24,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 41 (Oct) 1990,29.8,22.7,25.9,34.4,145.03,12.6,81.1,87.42,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 42 (Oct) 1990,33.5,16.4,26.4,39.6,0,12,12.7,66.8,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 43 (Oct) 1990,32.9,21,27,36.9,18.2,18.4,58.7,73.11,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 44 (Oct) 1990,32.5,17.8,26.3,36.4,41.8,12.3,35.5,67.26,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 45 (Nov) 1990,31.6,17.8,24.9,33.3,0,14.8,25.8,66.91,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 46 (Nov) 1990,32.7,17.9,26.1,35.3,0.7,12.9,48,64.39,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 47 (Nov) 1990,31.4,19,25.9,35,9.9,12.1,35.7,69.95,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 48 (Nov) 1990,32.2,19.7,26.4,37.2,13,65.6,31.4,68.44,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 49 (Dec) 1990,34.2,17.1,25.5,35.2,0,12.3,40.7,67.94,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 50 (Dec) 1990,32.7,14.1,23.6,33,0,11.5,19.4,62.75,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 51 (Dec) 1990,30.4,11.7,22.6,30.4,0,12,16.8,61.41,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 52 (Dec) 1990,30.9,11.4,22.6,30.4,0,14.8,22,63.76,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 1 (Dec) 1990,24,14.2,19.9,31,0,12.3,50.9,65.21,,FALSE
"Karjat, MH, India","Karjat, MH, India",Week 1 (Jan) 1989,32.1,14.7,23.2,31.4,0,9.4,0,55.32,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 2 (Jan) 1989,30.7,10.2,21.8,29,2,18.4,12.8,60.61,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 3 (Jan) 1989,31.1,14.2,21.7,30.7,0,16.6,11.2,60.84,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 4 (Jan) 1989,30.4,13.4,21.2,29.5,0,14.8,24.5,54.91,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 5 (Jan) 1989,32.9,13.1,22.7,32.5,0,11.5,17.8,59.62,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 6 (Feb) 1989,33.9,13.7,24.6,34.3,0,14.8,0.4,49.48,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 7 (Feb) 1989,29.5,13.2,21.9,29.1,0,14.8,0,50.97,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 8 (Feb) 1989,31.8,14.2,23.5,30.6,0,55.4,1.2,48.25,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 9 (Feb) 1989,33.3,12.9,24.3,31.4,0,18.4,11.5,38.1,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 10 (Mar) 1989,34.1,17.8,25.5,31.6,0,16.4,3.4,45.98,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 11 (Mar) 1989,33.2,17.8,25.5,33.7,0,19.7,29.7,63.49,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 12 (Mar) 1989,34.9,18.1,25.7,32.9,0,18.4,8.9,62.34,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 13 (Mar) 1989,33.3,20.5,27.3,35,7.2,20,41.4,57.73,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 14 (Apr) 1989,35.1,17.6,26.4,34.5,0,18.4,13,51.66,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 15 (Apr) 1989,38.1,18.6,28,35.9,0,17.9,1,42.01,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 16 (Apr) 1989,34.3,21.5,28.2,34.9,0,18.5,5.6,55.28,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 17 (Apr) 1989,36,22.3,28.8,37.8,24.7,18.4,39.4,63.14,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 18 (Apr) 1989,34.2,23.1,28.9,36.9,0,18.4,29.5,60.13,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 19 (May) 1989,36,24.2,29.6,37.8,22.2,17.2,29.6,60.57,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 20 (May) 1989,38.3,21.7,30,41.2,0,18.4,23.9,54.21,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 21 (May) 1989,36.4,23.9,29.7,39.3,0,17.4,51.9,66.22,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 22 (May) 1989,33.7,23,29.1,37.1,0,19.1,45.5,63.17,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 23 (Jun) 1989,33.4,24.2,29.2,40.9,107,22.3,60.9,70.19,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 24 (Jun) 1989,33.4,23.4,27.8,38.3,152.65,22.1,83.9,79.61,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 25 (Jun) 1989,31,21.9,27.5,38,134.84,22,87.3,81.84,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 26 (Jun) 1989,30.6,22.9,27.1,37.2,32.3,18.4,78,79.42,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 27 (Jul) 1989,30,23.7,26.7,36,248.62,19.7,85.3,82.55,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 28 (Jul) 1989,30.6,24,27.1,36.4,130.7,14.8,82.2,80.04,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 29 (Jul) 1989,31.1,23,27.3,34.9,57.27,17.1,83.2,78.22,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 30 (Jul) 1989,31.1,23.4,26.6,37.4,268.61,22.3,92.7,86.21,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 31 (Jul) 1989,29.4,22.1,25.9,34.7,338.69,42.5,88.4,85.22,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 32 (Aug) 1989,30.1,21.4,26.1,35.6,14.64,20.6,83.1,81.56,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 33 (Aug) 1989,29,21.4,25.3,32.4,209.83,17.2,88.5,85.31,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 34 (Aug) 1989,28.9,22.7,25.5,34.1,247.89,20.5,91.8,88.08,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 35 (Aug) 1989,28,23.5,25.2,31.2,143.28,18.5,94.2,87.44,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 36 (Sep) 1989,30.2,22.5,25.8,34.4,59.11,30.4,77.1,82.81,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 37 (Sep) 1989,30.1,20.1,25.6,35.2,40.59,14.8,79.5,82.59,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 38 (Sep) 1989,30.9,22.1,26.6,36.2,9.1,16.6,76.7,80.05,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 39 (Sep) 1989,31.8,24.1,26.8,38.2,137.7,14.8,87.1,84.79,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 40 (Oct) 1989,31.2,22.9,26.1,38.3,206.51,12.8,85.8,85.79,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 41 (Oct) 1989,34.5,21.9,27.2,37.4,20,11.2,50,79.9,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 42 (Oct) 1989,37.2,21.9,27.9,39.1,0,14.8,27.5,72.04,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 43 (Oct) 1989,33.5,18.4,26.2,38.5,0,14.8,17.8,67.17,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 44 (Oct) 1989,34.7,17.7,26.8,37,0,14.8,20.2,61.24,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 45 (Nov) 1989,33.9,13.6,26.2,35,0,14.8,23,61.16,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 46 (Nov) 1989,33.5,18.3,26.7,35.6,0,51.8,34.1,57.72,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 47 (Nov) 1989,33.7,20.9,27.1,36.5,0,10.9,32,64.01,,Stem Rot
"Karjat, MH, India","Karjat, MH, India",Week 48 (Nov) 1989,33.6,13.9,24.6,32.8,0,14.8,2.4,60.26,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 49 (Dec) 1989,32.1,14.2,24.2,31,0,14.8,3.5,57.38,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 50 (Dec) 1989,34.1,15.1,23.7,32.8,0,11.2,6.8,53.15,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 51 (Dec) 1989,33.2,13.9,22.9,31.5,0,10.6,12.2,53.12,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 52 (Dec) 1989,30.1,14.9,22.4,29,0,12.3,21.4,59.59,,Blast
"Karjat, MH, India","Karjat, MH, India",Week 1 (Dec) 1989,29.4,15.7,22.6,30.1,0.2,12.3,49.1,62.23,,Blast
